,oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer
0,soccer/england/premier-league-2021-2022/arsenal-everton-CWuae5l9,22.05.,Arsenal,Everton,5:1,1.34,5.50,8.98,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
1,soccer/england/premier-league-2021-2022/brentford-leeds-QZq3fP3F,22.05.,Brentford,Leeds,1:2,2.32,3.79,2.88,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
2,soccer/england/premier-league-2021-2022/brighton-west-ham-8bZ7gqJL,22.05.,Brighton,West Ham,3:1,2.66,3.46,2.65,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
3,soccer/england/premier-league-2021-2022/burnley-newcastle-utd-nkYBh3YR,22.05.,Burnley,Newcastle,1:2,2.47,3.27,3.01,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
4,soccer/england/premier-league-2021-2022/chelsea-watford-IXKwlNtq,22.05.,Chelsea,Watford,2:1,1.19,7.41,15.39,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
5,soccer/england/premier-league-2021-2022/crystal-palace-manchester-united-dOJsmsdk,22.05.,Crystal Palace,Manchester Utd,1:0,2.81,3.47,2.50,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
6,soccer/england/premier-league-2021-2022/leicester-southampton-vm9nn1Be,22.05.,Leicester,Southampton,4:1,1.70,4.26,4.54,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
7,soccer/england/premier-league-2021-2022/liverpool-wolves-hjDjoLQ1,22.05.,Liverpool,Wolves,3:1,1.13,9.19,19.26,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
8,soccer/england/premier-league-2021-2022/manchester-city-aston-villa-6g1Y9432,22.05.,Manchester City,Aston Villa,3:2,1.17,8.21,15.57,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
9,soccer/england/premier-league-2021-2022/norwich-tottenham-pp0x9OI8,22.05.,Norwich,Tottenham,0:5,9.94,5.55,1.31,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
10,soccer/england/premier-league-2021-2022/everton-crystal-palace-YqNGxuLF,19.05.,Everton,Crystal Palace,3:2,1.86,3.50,4.58,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
11,soccer/england/premier-league-2021-2022/chelsea-leicester-8tdRk9xq,19.05.,Chelsea,Leicester,1:1,1.42,4.91,7.50,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
12,soccer/england/premier-league-2021-2022/aston-villa-burnley-UZOxr6ME,19.05.,Aston Villa,Burnley,1:1,2.03,3.46,3.85,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
13,soccer/england/premier-league-2021-2022/southampton-liverpool-SKD2jeop,17.05.,Southampton,Liverpool,1:2,6.64,4.90,1.46,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
14,soccer/england/premier-league-2021-2022/newcastle-utd-arsenal-IBoZ7NGH,16.05.,Newcastle,Arsenal,2:0,4.28,3.78,1.84,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
15,soccer/england/premier-league-2021-2022/aston-villa-crystal-palace-lWgIB5Hh,15.05.,Aston Villa,Crystal Palace,1:1,1.84,3.56,4.54,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
16,soccer/england/premier-league-2021-2022/everton-brentford-SMhMAPWb,15.05.,Everton,Brentford,2:3,1.90,3.60,4.22,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
17,soccer/england/premier-league-2021-2022/leeds-brighton-ddcQ9qn5,15.05.,Leeds,Brighton,1:1,2.64,3.45,2.68,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
18,soccer/england/premier-league-2021-2022/tottenham-burnley-MsD6kF0j,15.05.,Tottenham,Burnley,1:0,1.31,5.54,10.28,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
19,soccer/england/premier-league-2021-2022/watford-leicester-0YBAlZFd,15.05.,Watford,Leicester,1:5,5.12,3.95,1.69,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
20,soccer/england/premier-league-2021-2022/west-ham-manchester-city-vJsicRJd,15.05.,West Ham,Manchester City,2:2,7.94,5.18,1.38,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
21,soccer/england/premier-league-2021-2022/wolves-norwich-I9tedoZ2,15.05.,Wolves,Norwich,1:1,1.54,4.43,6.05,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
22,soccer/england/premier-league-2021-2022/tottenham-arsenal-ltwL0Wk8,12.05.,Tottenham,Arsenal,3:0,2.28,3.45,3.21,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
23,soccer/england/premier-league-2021-2022/leeds-chelsea-QuopLCkr,11.05.,Leeds,Chelsea,0:3,4.87,4.11,1.68,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
24,soccer/england/premier-league-2021-2022/wolves-manchester-city-8EwivhdK,11.05.,Wolves,Manchester City,1:5,11.97,6.14,1.26,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
25,soccer/england/premier-league-2021-2022/watford-everton-CzGnGQ7o,11.05.,Watford,Everton,0:0,5.71,3.77,1.66,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
26,soccer/england/premier-league-2021-2022/leicester-norwich-OMqfxd7j,11.05.,Leicester,Norwich,3:0,1.33,5.60,9.12,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
27,soccer/england/premier-league-2021-2022/aston-villa-liverpool-fgOCwL59,10.05.,Aston Villa,Liverpool,1:2,6.39,4.52,1.51,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
28,soccer/england/premier-league-2021-2022/arsenal-leeds-2a3raSXn,08.05.,Arsenal,Leeds,2:1,1.52,4.51,6.18,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
29,soccer/england/premier-league-2021-2022/leicester-everton-xhQagO1O,08.05.,Leicester,Everton,1:2,2.65,3.25,2.80,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
30,soccer/england/premier-league-2021-2022/manchester-city-newcastle-utd-h409DRnt,08.05.,Manchester City,Newcastle,5:0,1.18,7.85,16.22,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
31,soccer/england/premier-league-2021-2022/norwich-west-ham-674DCo2n,08.05.,Norwich,West Ham,0:4,4.85,4.01,1.70,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
32,soccer/england/premier-league-2021-2022/brentford-southampton-tj2nbnmg,07.05.,Brentford,Southampton,3:0,2.11,3.51,3.53,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
33,soccer/england/premier-league-2021-2022/brighton-manchester-united-OEiic62a,07.05.,Brighton,Manchester Utd,4:0,3.03,3.34,2.44,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
34,soccer/england/premier-league-2021-2022/burnley-aston-villa-xIeedQH5,07.05.,Burnley,Aston Villa,1:3,3.09,3.16,2.48,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
35,soccer/england/premier-league-2021-2022/chelsea-wolves-WveaepXB,07.05.,Chelsea,Wolves,2:2,1.37,4.89,9.21,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
36,soccer/england/premier-league-2021-2022/crystal-palace-watford-AVg3f4nI,07.05.,Crystal Palace,Watford,1:0,1.68,3.82,5.39,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
37,soccer/england/premier-league-2021-2022/liverpool-tottenham-GrP3hrHU,07.05.,Liverpool,Tottenham,1:1,1.43,5.08,7.00,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
38,soccer/england/premier-league-2021-2022/manchester-united-brentford-SnxDqmYa,02.05.,Manchester Utd,Brentford,3:0,1.76,3.95,4.55,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
39,soccer/england/premier-league-2021-2022/everton-chelsea-fZw5o93m,01.05.,Everton,Chelsea,1:0,5.07,3.83,1.72,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
40,soccer/england/premier-league-2021-2022/tottenham-leicester-IyVPtoII,01.05.,Tottenham,Leicester,3:1,1.36,5.29,8.90,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
41,soccer/england/premier-league-2021-2022/west-ham-arsenal-WGCC4lAP,01.05.,West Ham,Arsenal,1:2,4.43,3.92,1.79,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
42,soccer/england/premier-league-2021-2022/aston-villa-norwich-tWZ0nkls,30.04.,Aston Villa,Norwich,2:0,1.42,4.82,7.83,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
43,soccer/england/premier-league-2021-2022/leeds-manchester-city-ldw9pTIg,30.04.,Leeds,Manchester City,0:4,9.56,5.76,1.31,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
44,soccer/england/premier-league-2021-2022/newcastle-utd-liverpool-pOWHr7m6,30.04.,Newcastle,Liverpool,0:1,6.48,4.33,1.53,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
45,soccer/england/premier-league-2021-2022/southampton-crystal-palace-OEVLsR2C,30.04.,Southampton,Crystal Palace,1:2,2.46,3.16,3.14,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
46,soccer/england/premier-league-2021-2022/watford-burnley-UBYTu5XO,30.04.,Watford,Burnley,1:2,2.63,3.20,2.87,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
47,soccer/england/premier-league-2021-2022/wolves-brighton-YPbv08It,30.04.,Wolves,Brighton,0:3,2.75,2.99,2.93,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
48,soccer/england/premier-league-2021-2022/manchester-united-chelsea-zmdU831B,28.04.,Manchester Utd,Chelsea,1:1,3.51,3.62,2.08,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
49,soccer/england/premier-league-2021-2022/crystal-palace-leeds-8xMwVmJ6,25.04.,Crystal Palace,Leeds,0:0,2.42,3.43,2.98,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
50,soccer/england/premier-league-2021-2022/brighton-southampton-MLJRXkZm,24.04.,Brighton,Southampton,2:2,2.08,3.38,3.80,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
51,soccer/england/premier-league-2021-2022/burnley-wolves-0CIVW9lf,24.04.,Burnley,Wolves,1:0,2.54,3.13,3.06,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
52,soccer/england/premier-league-2021-2022/chelsea-west-ham-fZHZVT30,24.04.,Chelsea,West Ham,1:0,1.42,4.80,7.90,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
53,soccer/england/premier-league-2021-2022/liverpool-everton-UiAnTRmJ,24.04.,Liverpool,Everton,2:0,1.19,7.36,15.09,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
54,soccer/england/premier-league-2021-2022/arsenal-manchester-united-2ywewCBQ,23.04.,Arsenal,Manchester Utd,3:1,2.04,3.64,3.63,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
55,soccer/england/premier-league-2021-2022/brentford-tottenham-4pPMYVJs,23.04.,Brentford,Tottenham,0:0,4.82,3.95,1.72,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
56,soccer/england/premier-league-2021-2022/leicester-aston-villa-j1BrU7YC,23.04.,Leicester,Aston Villa,0:0,2.96,3.36,2.47,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
57,soccer/england/premier-league-2021-2022/manchester-city-watford-dbbUiBQJ,23.04.,Manchester City,Watford,5:1,1.11,10.11,24.68,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
58,soccer/england/premier-league-2021-2022/norwich-newcastle-utd-zkcYjVuQ,23.04.,Norwich,Newcastle,0:3,3.46,3.30,2.22,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
59,soccer/england/premier-league-2021-2022/burnley-southampton-CzfH0o8b,21.04.,Burnley,Southampton,2:0,2.64,3.34,2.76,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
60,soccer/england/premier-league-2021-2022/manchester-city-brighton-0dnUcqhH,20.04.,Manchester City,Brighton,3:0,1.23,6.44,14.15,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
61,soccer/england/premier-league-2021-2022/newcastle-utd-crystal-palace-vmoYd37N,20.04.,Newcastle,Crystal Palace,1:0,2.28,3.20,3.44,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
62,soccer/england/premier-league-2021-2022/chelsea-arsenal-bXkrVY0G,20.04.,Chelsea,Arsenal,2:4,1.91,3.48,4.34,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
63,soccer/england/premier-league-2021-2022/everton-leicester-0MoAPc6m,20.04.,Everton,Leicester,1:1,2.56,3.31,2.88,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
64,soccer/england/premier-league-2021-2022/liverpool-manchester-united-6ZnQbPxB,19.04.,Liverpool,Manchester Utd,4:0,1.34,5.64,8.59,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
65,soccer/england/premier-league-2021-2022/newcastle-utd-leicester-M7vgJjKf,17.04.,Newcastle,Leicester,2:1,2.03,3.53,3.76,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
66,soccer/england/premier-league-2021-2022/west-ham-burnley-ATKmuYtE,17.04.,West Ham,Burnley,1:1,1.79,3.72,4.69,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
67,soccer/england/premier-league-2021-2022/manchester-united-norwich-vqklKW4l,16.04.,Manchester Utd,Norwich,3:2,1.28,6.27,10.24,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
68,soccer/england/premier-league-2021-2022/southampton-arsenal-0bwcIAZ0,16.04.,Southampton,Arsenal,1:0,3.99,3.70,1.93,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
69,soccer/england/premier-league-2021-2022/tottenham-brighton-UXs1HUl7,16.04.,Tottenham,Brighton,0:1,1.51,4.44,6.46,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
70,soccer/england/premier-league-2021-2022/watford-brentford-8Ot5Gl4D,16.04.,Watford,Brentford,1:2,2.95,3.31,2.50,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
71,soccer/england/premier-league-2021-2022/brentford-west-ham-GnyoPLjG,10.04.,Brentford,West Ham,2:0,2.70,3.26,2.74,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
72,soccer/england/premier-league-2021-2022/leicester-crystal-palace-OCvgNaLS,10.04.,Leicester,Crystal Palace,2:1,2.50,3.27,2.97,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
73,soccer/england/premier-league-2021-2022/manchester-city-liverpool-QLQKIJTq,10.04.,Manchester City,Liverpool,2:2,1.97,3.73,3.76,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
74,soccer/england/premier-league-2021-2022/norwich-burnley-MmKTGcbd,10.04.,Norwich,Burnley,2:0,3.12,3.35,2.36,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
75,soccer/england/premier-league-2021-2022/arsenal-brighton-MmrxRsM3,09.04.,Arsenal,Brighton,1:2,1.64,3.75,6.06,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
76,soccer/england/premier-league-2021-2022/aston-villa-tottenham-YNotQ1yA,09.04.,Aston Villa,Tottenham,0:4,3.35,3.51,2.19,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
77,soccer/england/premier-league-2021-2022/everton-manchester-united-fwzkOu6M,09.04.,Everton,Manchester Utd,1:0,4.01,3.78,1.90,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
78,soccer/england/premier-league-2021-2022/southampton-chelsea-zi8Busyc,09.04.,Southampton,Chelsea,0:6,3.81,3.58,2.00,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
79,soccer/england/premier-league-2021-2022/watford-leeds-Es7Fv1j3,09.04.,Watford,Leeds,0:3,2.80,3.42,2.55,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
80,soccer/england/premier-league-2021-2022/newcastle-utd-wolves-8pGPHwqj,08.04.,Newcastle,Wolves,1:0,2.00,3.28,4.24,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
81,soccer/england/premier-league-2021-2022/burnley-everton-pYadye5a,06.04.,Burnley,Everton,3:2,2.55,3.09,3.06,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
82,soccer/england/premier-league-2021-2022/crystal-palace-arsenal-KKL6B2MG,04.04.,Crystal Palace,Arsenal,3:0,4.03,3.38,2.01,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
83,soccer/england/premier-league-2021-2022/tottenham-newcastle-utd-CI0o4KEj,03.04.,Tottenham,Newcastle,5:1,1.55,4.22,6.23,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
84,soccer/england/premier-league-2021-2022/west-ham-everton-lzpUS3ii,03.04.,West Ham,Everton,2:1,1.79,3.75,4.68,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
85,soccer/england/premier-league-2021-2022/brighton-norwich-829eE4xb,02.04.,Brighton,Norwich,0:0,1.50,4.22,7.32,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
86,soccer/england/premier-league-2021-2022/burnley-manchester-city-ng8aDOi4,02.04.,Burnley,Manchester City,0:2,16.60,6.92,1.20,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
87,soccer/england/premier-league-2021-2022/chelsea-brentford-tUM2Cr7A,02.04.,Chelsea,Brentford,1:4,1.40,4.66,9.02,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
88,soccer/england/premier-league-2021-2022/leeds-southampton-2qBBAMyN,02.04.,Leeds,Southampton,1:1,2.44,3.59,2.82,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
89,soccer/england/premier-league-2021-2022/liverpool-watford-GnFF9tiT,02.04.,Liverpool,Watford,2:0,1.16,8.31,17.59,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
90,soccer/england/premier-league-2021-2022/manchester-united-leicester-YR1s50ap,02.04.,Manchester Utd,Leicester,1:1,1.57,4.39,5.65,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
91,soccer/england/premier-league-2021-2022/wolves-aston-villa-SQrYRN6c,02.04.,Wolves,Aston Villa,2:1,3.05,3.07,2.58,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
92,soccer/england/premier-league-2021-2022/leicester-brentford-faqMa5N4,20.03.,Leicester,Brentford,2:1,2.13,3.38,3.59,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
93,soccer/england/premier-league-2021-2022/tottenham-west-ham-bXR4isVp,20.03.,Tottenham,West Ham,3:1,1.72,3.81,5.13,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
94,soccer/england/premier-league-2021-2022/aston-villa-arsenal-YqeD1Rhh,19.03.,Aston Villa,Arsenal,0:1,2.97,3.39,2.46,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
95,soccer/england/premier-league-2021-2022/wolves-leeds-QwKjFpNi,18.03.,Wolves,Leeds,2:3,2.22,3.35,3.43,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
96,soccer/england/premier-league-2021-2022/everton-newcastle-utd-foImVv0N,17.03.,Everton,Newcastle,1:0,2.42,3.20,3.18,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
97,soccer/england/premier-league-2021-2022/arsenal-liverpool-b76idBaF,16.03.,Arsenal,Liverpool,0:2,3.59,3.64,2.05,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
98,soccer/england/premier-league-2021-2022/brighton-tottenham-Ua8TGTNF,16.03.,Brighton,Tottenham,0:2,3.64,3.39,2.12,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
99,soccer/england/premier-league-2021-2022/crystal-palace-manchester-city-EuOno68B,14.03.,Crystal Palace,Manchester City,0:0,9.84,5.40,1.33,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
100,soccer/england/premier-league-2021-2022/arsenal-leicester-nD4wkl9n,13.03.,Arsenal,Leicester,2:0,1.42,4.90,7.47,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
101,soccer/england/premier-league-2021-2022/chelsea-newcastle-utd-YT6knng5,13.03.,Chelsea,Newcastle,1:0,1.40,4.82,8.31,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
102,soccer/england/premier-league-2021-2022/everton-wolves-hWMjpQNH,13.03.,Everton,Wolves,0:1,2.27,3.12,3.57,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
103,soccer/england/premier-league-2021-2022/leeds-norwich-ngMfqpwO,13.03.,Leeds,Norwich,2:1,1.62,4.19,5.41,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
104,soccer/england/premier-league-2021-2022/southampton-watford-QJi53mOu,13.03.,Southampton,Watford,1:2,1.66,4.06,5.29,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
105,soccer/england/premier-league-2021-2022/west-ham-aston-villa-4Aj927wn,13.03.,West Ham,Aston Villa,2:1,2.50,3.28,2.96,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
106,soccer/england/premier-league-2021-2022/brentford-burnley-0G8sl8Oh,12.03.,Brentford,Burnley,2:0,2.11,3.27,3.79,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
107,soccer/england/premier-league-2021-2022/brighton-liverpool-fw8omSwa,12.03.,Brighton,Liverpool,0:2,6.80,4.63,1.47,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
108,soccer/england/premier-league-2021-2022/manchester-united-tottenham-0dQbr4hU,12.03.,Manchester Utd,Tottenham,3:2,2.32,3.51,3.09,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
109,soccer/england/premier-league-2021-2022/norwich-chelsea-dOuwdNMT,10.03.,Norwich,Chelsea,1:3,9.61,4.91,1.36,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
110,soccer/england/premier-league-2021-2022/southampton-newcastle-utd-vVRt0aac,10.03.,Southampton,Newcastle,1:2,1.96,3.55,4.04,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
111,soccer/england/premier-league-2021-2022/leeds-aston-villa-zcZpUbFT,10.03.,Leeds,Aston Villa,0:3,2.84,3.57,2.44,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
112,soccer/england/premier-league-2021-2022/wolves-watford-IuNOzqWo,10.03.,Wolves,Watford,4:0,1.93,3.43,4.35,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
113,soccer/england/premier-league-2021-2022/tottenham-everton-v9bNrDnD,07.03.,Tottenham,Everton,5:0,1.72,3.92,4.95,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
114,soccer/england/premier-league-2021-2022/manchester-city-manchester-united-K8iBoF2f,06.03.,Manchester City,Manchester Utd,4:1,1.40,5.03,7.74,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
115,soccer/england/premier-league-2021-2022/watford-arsenal-SOi57dPD,06.03.,Watford,Arsenal,2:3,6.63,4.25,1.53,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
116,soccer/england/premier-league-2021-2022/aston-villa-southampton-SACWhcAK,05.03.,Aston Villa,Southampton,4:0,2.23,3.54,3.23,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
117,soccer/england/premier-league-2021-2022/burnley-chelsea-61BzhHPQ,05.03.,Burnley,Chelsea,0:4,7.41,4.06,1.51,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
118,soccer/england/premier-league-2021-2022/leicester-leeds-neg3myYs,05.03.,Leicester,Leeds,1:0,2.03,3.79,3.54,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
119,soccer/england/premier-league-2021-2022/liverpool-west-ham-Qoh7neml,05.03.,Liverpool,West Ham,1:0,1.25,6.63,11.22,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
120,soccer/england/premier-league-2021-2022/newcastle-utd-brighton-IgAEpZH0,05.03.,Newcastle,Brighton,2:1,2.66,3.11,2.91,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
121,soccer/england/premier-league-2021-2022/norwich-brentford-0IaJqgX6,05.03.,Norwich,Brentford,1:3,3.11,3.15,2.46,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
122,soccer/england/premier-league-2021-2022/wolves-crystal-palace-4lFYkUgt,05.03.,Wolves,Crystal Palace,0:2,2.37,3.00,3.48,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
123,soccer/england/premier-league-2021-2022/burnley-leicester-6qrNuVDr,01.03.,Burnley,Leicester,0:2,2.91,3.28,2.53,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
124,soccer/england/premier-league-2021-2022/west-ham-wolves-YmDSgweE,27.02.,West Ham,Wolves,1:0,1.93,3.33,4.51,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
125,soccer/england/premier-league-2021-2022/brentford-newcastle-utd-xb5eeVEL,26.02.,Brentford,Newcastle,0:2,2.36,3.10,3.39,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
126,soccer/england/premier-league-2021-2022/brighton-aston-villa-WK4afkUR,26.02.,Brighton,Aston Villa,0:2,2.21,3.26,3.51,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
127,soccer/england/premier-league-2021-2022/crystal-palace-burnley-j5oWlTik,26.02.,Crystal Palace,Burnley,1:1,1.91,3.32,4.61,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
128,soccer/england/premier-league-2021-2022/everton-manchester-city-Uepzlm7e,26.02.,Everton,Manchester City,0:1,12.54,6.30,1.25,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
129,soccer/england/premier-league-2021-2022/leeds-tottenham-xMqvm7M1,26.02.,Leeds,Tottenham,0:4,3.74,3.79,1.96,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
130,soccer/england/premier-league-2021-2022/manchester-united-watford-GCrrnRy8,26.02.,Manchester Utd,Watford,0:0,1.37,5.02,8.62,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
131,soccer/england/premier-league-2021-2022/southampton-norwich-Kp9OfJu8,25.02.,Southampton,Norwich,2:0,1.50,4.45,6.62,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
132,soccer/england/premier-league-2021-2022/arsenal-wolves-Q5QWYM0b,24.02.,Arsenal,Wolves,2:1,1.67,3.69,5.83,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
133,soccer/england/premier-league-2021-2022/liverpool-leeds-OOb0zFK5,23.02.,Liverpool,Leeds,6:0,1.18,8.13,14.54,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
134,soccer/england/premier-league-2021-2022/watford-crystal-palace-QTWZJgzP,23.02.,Watford,Crystal Palace,1:4,2.95,3.10,2.63,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
135,soccer/england/premier-league-2021-2022/burnley-tottenham-GbgXjt4g,23.02.,Burnley,Tottenham,1:0,4.61,3.61,1.83,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
136,soccer/england/premier-league-2021-2022/leeds-manchester-united-GnXmxj8q,20.02.,Leeds,Manchester Utd,2:4,4.81,4.14,1.69,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
