,oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer
2717,soccer/italy/serie-b-2021-2022/pisa-ternana-rX5FiUAg,12.02.,Pisa,Ternana,0:0,2.04,3.27,3.69,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2718,soccer/italy/serie-b-2021-2022/reggina-crotone-MN4JjlQa,12.02.,Reggina,Crotone,1:0,2.98,3.05,2.48,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2719,soccer/italy/serie-b-2021-2022/vicenza-virtus-cosenza-fRZehGtM,12.02.,L.R. Vicenza,Cosenza,0:0,1.81,3.47,4.43,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2720,soccer/italy/serie-b-2021-2022/cremonese-monza-Ue2DyIKe,06.02.,Cremonese,Monza,3:2,2.22,3.13,3.41,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2721,soccer/italy/serie-b-2021-2022/pordenone-spal-8xb3buS8,06.02.,Pordenone,Spal,1:1,3.02,3.07,2.44,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2722,soccer/italy/serie-b-2021-2022/alessandria-pisa-G21BdJdL,05.02.,Alessandria,Pisa,1:1,2.79,2.89,2.75,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2723,soccer/italy/serie-b-2021-2022/ascoli-perugia-bRjGewCR,05.02.,Ascoli,Perugia,0:1,3.16,3.09,2.35,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2724,soccer/italy/serie-b-2021-2022/benevento-parma-zmrricKr,05.02.,Benevento,Parma,0:0,2.18,3.19,3.42,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2725,soccer/italy/serie-b-2021-2022/como-lecce-U9snjHZl,05.02.,Como,Lecce,1:1,3.67,3.32,2.04,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2726,soccer/italy/serie-b-2021-2022/cosenza-brescia-04zhgdRF,05.02.,Cosenza,Brescia,0:0,3.75,3.20,2.06,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2727,soccer/italy/serie-b-2021-2022/crotone-cittadella-StLGzxz2,05.02.,Crotone,Cittadella,0:0,2.42,3.14,3.00,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2728,soccer/italy/serie-b-2021-2022/frosinone-vicenza-virtus-UoaaaLC2,05.02.,Frosinone,L.R. Vicenza,2:0,1.64,3.67,5.46,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2729,soccer/italy/serie-b-2021-2022/ternana-reggina-xC27casF,05.02.,Ternana,Reggina,2:0,1.86,3.39,4.25,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2730,soccer/italy/serie-b-2021-2022/cittadella-cosenza-4xsqeId3,30.01.,Cittadella,Cosenza,1:1,1.63,3.58,5.68,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2731,soccer/italy/serie-b-2021-2022/parma-crotone-EeArYrE3,30.01.,Parma,Crotone,1:1,1.84,3.33,4.52,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2732,soccer/italy/serie-b-2021-2022/vicenza-virtus-alessandria-8b7zz5qi,30.01.,L.R. Vicenza,Alessandria,2:1,2.39,3.09,3.09,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2733,soccer/italy/serie-b-2021-2022/lecce-vicenza-virtus-zBxMGsqT,26.01.,Lecce,L.R. Vicenza,2:1,1.53,3.99,5.98,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2734,soccer/italy/serie-b-2021-2022/lecce-cremonese-UXJQpMc9,23.01.,Lecce,Cremonese,2:1,1.99,3.22,3.92,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2735,soccer/italy/serie-b-2021-2022/vicenza-virtus-cittadella-n9ULo2r3,23.01.,L.R. Vicenza,Cittadella,3:3,2.54,3.09,2.85,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2736,soccer/italy/serie-b-2021-2022/alessandria-benevento-2LrWOvyj,22.01.,Alessandria,Benevento,2:0,3.38,3.19,2.19,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2737,soccer/italy/serie-b-2021-2022/brescia-ternana-tCszObjd,22.01.,Brescia,Ternana,1:1,1.98,3.48,3.65,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2738,soccer/italy/serie-b-2021-2022/como-crotone-8IVHnrTd,22.01.,Como,Crotone,1:1,2.09,3.28,3.51,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2739,soccer/italy/serie-b-2021-2022/cosenza-ascoli-n1WmfxC9,22.01.,Cosenza,Ascoli,1:3,2.82,2.98,2.64,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2740,soccer/italy/serie-b-2021-2022/monza-reggina-ryOUqtDF,22.01.,Monza,Reggina,1:0,1.69,3.54,5.10,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2741,soccer/italy/serie-b-2021-2022/perugia-pordenone-GlMxrKsS,22.01.,Perugia,Pordenone,0:1,1.58,3.69,6.13,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2742,soccer/italy/serie-b-2021-2022/spal-pisa-dr45wvjq,22.01.,Spal,Pisa,0:0,2.40,3.11,3.01,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2743,soccer/italy/serie-b-2021-2022/parma-frosinone-xbNYr0SL,21.01.,Parma,Frosinone,0:1,2.39,3.07,3.08,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2744,soccer/italy/serie-b-2021-2022/monza-perugia-KYAvZObc,16.01.,Monza,Perugia,2:2,2.09,3.06,3.81,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2745,soccer/italy/serie-b-2021-2022/pordenone-lecce-AN3iWMrG,16.01.,Pordenone,Lecce,0:1,4.70,3.53,1.75,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2746,soccer/italy/serie-b-2021-2022/spal-benevento-ry2aU0DS,16.01.,Spal,Benevento,1:1,3.06,3.22,2.33,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2747,soccer/italy/serie-b-2021-2022/cremonese-como-6gTiBL6j,15.01.,Cremonese,Como,2:0,1.50,4.14,6.37,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2748,soccer/italy/serie-b-2021-2022/pisa-frosinone-hn9nX2T9,15.01.,Pisa,Frosinone,1:3,2.88,3.11,2.52,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2749,soccer/italy/serie-b-2021-2022/reggina-brescia-lE2eVtbM,15.01.,Reggina,Brescia,0:2,3.17,3.15,2.29,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2750,soccer/italy/serie-b-2021-2022/ternana-ascoli-KdgRPKLq,14.01.,Ternana,Ascoli,2:4,1.72,3.76,4.56,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2751,soccer/italy/serie-b-2021-2022/benevento-monza-Svn1L5Uc,13.01.,Benevento,Monza,3:1,2.20,3.17,3.37,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2752,soccer/italy/serie-b-2021-2022/alessandria-parma-MRG0NRao,19.12.2021,Alessandria,Parma,0:2,3.22,2.94,2.39,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2753,soccer/italy/serie-b-2021-2022/brescia-cittadella-6Vp5KPq4,19.12.2021,Brescia,Cittadella,1:1,2.11,3.06,3.74,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2754,soccer/italy/serie-b-2021-2022/perugia-ternana-S2UmC1ip,19.12.2021,Perugia,Ternana,1:1,2.05,3.27,3.62,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2755,soccer/italy/serie-b-2021-2022/ascoli-cremonese-0IF4MoFi,18.12.2021,Ascoli,Cremonese,1:4,3.34,3.16,2.21,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2756,soccer/italy/serie-b-2021-2022/como-reggina-0hp9JqaA,18.12.2021,Como,Reggina,1:1,2.23,3.09,3.38,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2757,soccer/italy/serie-b-2021-2022/cosenza-pisa-Qorudbsc,18.12.2021,Cosenza,Pisa,0:2,3.17,2.97,2.41,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2758,soccer/italy/serie-b-2021-2022/crotone-pordenone-EelDI3EG,18.12.2021,Crotone,Pordenone,4:1,2.01,3.23,3.81,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2759,soccer/italy/serie-b-2021-2022/frosinone-spal-dKwIHNTM,18.12.2021,Frosinone,Spal,4:0,1.61,3.89,5.23,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2760,soccer/italy/serie-b-2021-2022/parma-perugia-6c7xJC8a,12.12.2021,Parma,Perugia,1:1,2.15,3.09,3.60,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2761,soccer/italy/serie-b-2021-2022/reggina-alessandria-ENApHjwC,12.12.2021,Reggina,Alessandria,0:4,2.17,3.07,3.56,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2762,soccer/italy/serie-b-2021-2022/vicenza-virtus-como-prJTKYwm,12.12.2021,L.R. Vicenza,Como,0:1,2.19,3.27,3.30,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2763,soccer/italy/serie-b-2021-2022/cittadella-ascoli-GSScQfGP,11.12.2021,Cittadella,Ascoli,2:0,1.93,3.24,4.24,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2764,soccer/italy/serie-b-2021-2022/monza-frosinone-S68YJhgg,11.12.2021,Monza,Frosinone,3:2,2.45,3.15,2.94,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2765,soccer/italy/serie-b-2021-2022/pisa-lecce-zXBtIWN5,11.12.2021,Pisa,Lecce,1:0,2.72,3.00,2.76,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2766,soccer/italy/serie-b-2021-2022/pordenone-cosenza-bufcXE4d,11.12.2021,Pordenone,Cosenza,1:1,1.98,3.18,4.07,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2767,soccer/italy/serie-b-2021-2022/spal-brescia-dn0kGAhI,11.12.2021,Spal,Brescia,0:2,2.73,3.24,2.56,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2768,soccer/italy/serie-b-2021-2022/cremonese-crotone-Y7FPLEOt,10.12.2021,Cremonese,Crotone,3:2,1.71,3.69,4.78,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2769,soccer/italy/serie-b-2021-2022/ternana-benevento-8OSIbrNp,10.12.2021,Ternana,Benevento,0:2,2.56,3.46,2.58,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2770,soccer/italy/serie-b-2021-2022/alessandria-cittadella-nqBAzcOQ,05.12.2021,Alessandria,Cittadella,0:1,2.95,3.01,2.53,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2771,soccer/italy/serie-b-2021-2022/ascoli-parma-lhcxWGWs,05.12.2021,Ascoli,Parma,0:0,2.86,3.02,2.58,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2772,soccer/italy/serie-b-2021-2022/brescia-monza-z9epUf1f,05.12.2021,Brescia,Monza,0:2,2.22,3.17,3.33,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2773,soccer/italy/serie-b-2021-2022/como-pisa-IXpkTEG0,05.12.2021,Como,Pisa,0:1,2.84,3.08,2.55,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2774,soccer/italy/serie-b-2021-2022/benevento-pordenone-dIdtVznl,04.12.2021,Benevento,Pordenone,2:1,1.57,3.92,5.73,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2775,soccer/italy/serie-b-2021-2022/cosenza-cremonese-KlegYfkj,04.12.2021,Cosenza,Cremonese,0:2,4.19,3.19,1.94,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2776,soccer/italy/serie-b-2021-2022/crotone-spal-WzkgSYV6,04.12.2021,Crotone,Spal,1:2,2.21,3.29,3.22,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2777,soccer/italy/serie-b-2021-2022/frosinone-ternana-QclcRhoD,04.12.2021,Frosinone,Ternana,1:1,1.78,3.72,4.28,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2778,soccer/italy/serie-b-2021-2022/lecce-reggina-4lm1QC0J,04.12.2021,Lecce,Reggina,2:0,1.53,4.09,6.07,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2779,soccer/italy/serie-b-2021-2022/perugia-vicenza-virtus-xxUgRz1J,03.12.2021,Perugia,L.R. Vicenza,1:0,1.90,3.23,4.32,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2780,soccer/italy/serie-b-2021-2022/cittadella-como-46tXMwfR,01.12.2021,Cittadella,Como,2:2,1.87,3.21,4.50,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2781,soccer/italy/serie-b-2021-2022/parma-brescia-2ey7GyXf,01.12.2021,Parma,Brescia,0:1,2.17,3.18,3.41,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2782,soccer/italy/serie-b-2021-2022/cremonese-frosinone-AmJaIc2r,30.11.2021,Cremonese,Frosinone,1:1,2.48,3.08,2.93,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2783,soccer/italy/serie-b-2021-2022/monza-cosenza-xQ5lZzzp,30.11.2021,Monza,Cosenza,4:1,1.66,3.53,5.61,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2784,soccer/italy/serie-b-2021-2022/pisa-perugia-tnzBFen1,30.11.2021,Pisa,Perugia,1:1,2.18,3.09,3.50,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2785,soccer/italy/serie-b-2021-2022/pordenone-alessandria-bNUFEF17,30.11.2021,Pordenone,Alessandria,2:0,2.35,3.07,3.14,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2786,soccer/italy/serie-b-2021-2022/reggina-ascoli-xETJDZGD,30.11.2021,Reggina,Ascoli,1:2,2.33,3.02,3.25,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2787,soccer/italy/serie-b-2021-2022/spal-lecce-jHH1xJgE,30.11.2021,Spal,Lecce,1:3,3.44,3.34,2.10,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2788,soccer/italy/serie-b-2021-2022/vicenza-virtus-benevento-8Yy3HHHl,30.11.2021,L.R. Vicenza,Benevento,2:3,2.95,3.15,2.44,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2789,soccer/italy/serie-b-2021-2022/ternana-crotone-4KL5yw9K,29.11.2021,Ternana,Crotone,1:0,1.85,3.73,3.85,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2790,soccer/italy/serie-b-2021-2022/como-parma-2sdY1xI1,28.11.2021,Como,Parma,1:1,2.94,3.11,2.47,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2791,soccer/italy/serie-b-2021-2022/alessandria-cremonese-n9f19KPR,27.11.2021,Alessandria,Cremonese,1:0,3.17,3.06,2.37,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2792,soccer/italy/serie-b-2021-2022/ascoli-monza-lItT4vYr,27.11.2021,Ascoli,Monza,1:1,2.68,3.06,2.74,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2793,soccer/italy/serie-b-2021-2022/benevento-reggina-UTcQ3bmk,27.11.2021,Benevento,Reggina,4:0,1.92,3.29,4.17,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2794,soccer/italy/serie-b-2021-2022/brescia-pisa-8KdU2I2e,27.11.2021,Brescia,Pisa,0:1,1.95,3.37,3.91,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2795,soccer/italy/serie-b-2021-2022/cosenza-spal-04EMwHRS,27.11.2021,Cosenza,Spal,0:1,3.03,3.10,2.43,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2796,soccer/italy/serie-b-2021-2022/frosinone-pordenone-IkvLPuA8,27.11.2021,Frosinone,Pordenone,2:2,1.55,3.88,6.09,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2797,soccer/italy/serie-b-2021-2022/perugia-cittadella-QFsTNJvL,27.11.2021,Perugia,Cittadella,1:1,2.29,2.99,3.39,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2798,soccer/italy/serie-b-2021-2022/crotone-vicenza-virtus-Gp0x1dX7,26.11.2021,Crotone,L.R. Vicenza,0:1,2.10,3.28,3.52,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2799,soccer/italy/serie-b-2021-2022/lecce-ternana-dtwPOaPE,26.11.2021,Lecce,Ternana,3:3,1.68,3.84,4.80,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2800,soccer/italy/serie-b-2021-2022/monza-como-8bLgjuJk,21.11.2021,Monza,Como,3:2,2.02,3.20,3.84,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2801,soccer/italy/serie-b-2021-2022/parma-cosenza-6sFIvcCM,21.11.2021,Parma,Cosenza,1:1,1.35,4.67,9.11,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2802,soccer/italy/serie-b-2021-2022/pisa-benevento-UD92lJm2,21.11.2021,Pisa,Benevento,1:0,2.60,3.09,2.78,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2803,soccer/italy/serie-b-2021-2022/reggina-cremonese-dK1lCMu9,21.11.2021,Reggina,Cremonese,1:2,2.60,2.95,2.91,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2804,soccer/italy/serie-b-2021-2022/frosinone-lecce-4SgM8mZG,20.11.2021,Frosinone,Lecce,0:0,2.34,3.23,3.02,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2805,soccer/italy/serie-b-2021-2022/perugia-crotone-jNAbkaYe,20.11.2021,Perugia,Crotone,2:0,1.89,3.50,3.98,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2806,soccer/italy/serie-b-2021-2022/pordenone-ascoli-IT2pD2Q2,20.11.2021,Pordenone,Ascoli,0:1,2.60,3.06,2.81,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2807,soccer/italy/serie-b-2021-2022/spal-alessandria-vqigBteF,20.11.2021,Spal,Alessandria,2:3,1.81,3.44,4.48,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2808,soccer/italy/serie-b-2021-2022/ternana-cittadella-hnecA0AL,20.11.2021,Ternana,Cittadella,1:1,2.06,3.32,3.56,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2809,soccer/italy/serie-b-2021-2022/vicenza-virtus-brescia-dOHkiL3q,20.11.2021,L.R. Vicenza,Brescia,2:3,3.14,3.27,2.26,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2810,soccer/italy/serie-b-2021-2022/cittadella-pisa-Mqb1DBKo,07.11.2021,Cittadella,Pisa,2:0,2.10,3.14,3.69,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2811,soccer/italy/serie-b-2021-2022/crotone-monza-800DA944,07.11.2021,Crotone,Monza,1:1,2.48,3.07,2.95,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2812,soccer/italy/serie-b-2021-2022/lecce-parma-QyeI9TJA,07.11.2021,Lecce,Parma,4:0,1.96,3.33,3.88,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2813,soccer/italy/serie-b-2021-2022/alessandria-ternana-p4KqeU4H,06.11.2021,Alessandria,Ternana,0:2,3.17,3.27,2.24,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2814,soccer/italy/serie-b-2021-2022/ascoli-vicenza-virtus-OfJmflKN,06.11.2021,Ascoli,L.R. Vicenza,2:1,2.22,3.15,3.34,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2815,soccer/italy/serie-b-2021-2022/benevento-frosinone-IVXjg8ZT,06.11.2021,Benevento,Frosinone,1:4,2.34,3.19,3.07,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2816,soccer/italy/serie-b-2021-2022/brescia-pordenone-KvKIlSso,06.11.2021,Brescia,Pordenone,1:0,1.61,3.78,5.48,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2817,soccer/italy/serie-b-2021-2022/como-perugia-zm25CVZi,06.11.2021,Como,Perugia,4:1,2.72,3.04,2.70,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2818,soccer/italy/serie-b-2021-2022/cremonese-spal-U919Bkkb,06.11.2021,Cremonese,Spal,1:1,1.85,3.44,4.23,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2819,soccer/italy/serie-b-2021-2022/cosenza-reggina-SjGEuwcG,05.11.2021,Cosenza,Reggina,0:1,3.60,2.97,2.22,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2820,soccer/italy/serie-b-2021-2022/benevento-brescia-lx55sBzI,01.11.2021,Benevento,Brescia,0:1,2.00,3.42,3.64,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2821,soccer/italy/serie-b-2021-2022/frosinone-crotone-W0fAtVkO,01.11.2021,Frosinone,Crotone,2:1,1.70,3.62,4.92,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2822,soccer/italy/serie-b-2021-2022/lecce-cosenza-AFL9tJsA,01.11.2021,Lecce,Cosenza,3:1,1.40,4.57,7.43,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2823,soccer/italy/serie-b-2021-2022/monza-alessandria-rybEuk5U,01.11.2021,Monza,Alessandria,1:0,1.69,3.60,5.04,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2824,soccer/italy/serie-b-2021-2022/parma-vicenza-virtus-KdZJ0Yzt,01.11.2021,Parma,L.R. Vicenza,1:0,1.69,3.63,4.99,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2825,soccer/italy/serie-b-2021-2022/pisa-ascoli-bmYNahjn,01.11.2021,Pisa,Ascoli,1:1,1.81,3.46,4.43,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2826,soccer/italy/serie-b-2021-2022/pordenone-cremonese-GOSSbC5h,01.11.2021,Pordenone,Cremonese,2:2,3.32,3.04,2.27,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2827,soccer/italy/serie-b-2021-2022/reggina-cittadella-fFRWcWKb,01.11.2021,Reggina,Cittadella,0:1,2.36,3.04,3.17,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2828,soccer/italy/serie-b-2021-2022/spal-perugia-lxRzcjz5,01.11.2021,Spal,Perugia,1:2,2.48,3.02,3.00,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2829,soccer/italy/serie-b-2021-2022/ternana-como-2uVvdAkB,01.11.2021,Ternana,Como,1:2,1.82,3.66,4.12,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2830,soccer/italy/serie-b-2021-2022/alessandria-frosinone-WvJZTi6I,28.10.2021,Alessandria,Frosinone,1:1,3.77,3.30,2.01,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2831,soccer/italy/serie-b-2021-2022/ascoli-spal-AVHwTBLO,28.10.2021,Ascoli,Spal,0:1,2.71,3.24,2.57,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2832,soccer/italy/serie-b-2021-2022/brescia-lecce-ANNEiebP,28.10.2021,Brescia,Lecce,1:1,2.47,3.36,2.73,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2833,soccer/italy/serie-b-2021-2022/cittadella-parma-CW9tmF6t,28.10.2021,Cittadella,Parma,1:2,2.47,3.13,2.90,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2834,soccer/italy/serie-b-2021-2022/como-pordenone-6g9pnZLn,28.10.2021,Como,Pordenone,1:0,2.03,3.25,3.78,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2835,soccer/italy/serie-b-2021-2022/cremonese-pisa-KdDlogyg,28.10.2021,Cremonese,Pisa,1:1,2.19,3.16,3.43,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2836,soccer/italy/serie-b-2021-2022/crotone-benevento-2L2gpDja,28.10.2021,Crotone,Benevento,0:2,2.75,3.30,2.49,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2837,soccer/italy/serie-b-2021-2022/perugia-reggina-Ao61riLB,28.10.2021,Perugia,Reggina,0:2,2.17,2.93,3.78,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2838,soccer/italy/serie-b-2021-2022/cosenza-ternana-WOM5saS3,27.10.2021,Cosenza,Ternana,3:1,3.60,3.34,2.04,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2839,soccer/italy/serie-b-2021-2022/vicenza-virtus-monza-tC1cqX55,27.10.2021,L.R. Vicenza,Monza,1:1,3.03,3.00,2.49,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2840,soccer/italy/serie-b-2021-2022/pisa-pordenone-2aRIXZ6g,24.10.2021,Pisa,Pordenone,1:1,1.62,3.65,5.78,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2841,soccer/italy/serie-b-2021-2022/reggina-parma-tjQMWgMa,24.10.2021,Reggina,Parma,2:1,2.77,3.06,2.65,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2842,soccer/italy/serie-b-2021-2022/spal-como-OEFRVDy6,24.10.2021,Spal,Como,1:1,1.91,3.27,4.23,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2843,soccer/italy/serie-b-2021-2022/benevento-cosenza-x2N1ruDc,23.10.2021,Benevento,Cosenza,3:0,1.37,4.52,8.81,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2844,soccer/italy/serie-b-2021-2022/brescia-cremonese-j7SvuIEJ,23.10.2021,Brescia,Cremonese,1:0,2.32,3.31,3.01,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2845,soccer/italy/serie-b-2021-2022/frosinone-ascoli-lhorvxUP,23.10.2021,Frosinone,Ascoli,2:1,1.67,3.82,4.80,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2846,soccer/italy/serie-b-2021-2022/lecce-perugia-fZNAZexs,23.10.2021,Lecce,Perugia,0:0,1.91,3.38,4.03,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2847,soccer/italy/serie-b-2021-2022/monza-cittadella-YPMEYFim,23.10.2021,Monza,Cittadella,1:0,2.11,3.14,3.67,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2848,soccer/italy/serie-b-2021-2022/ternana-vicenza-virtus-xIJVUXjC,23.10.2021,Ternana,L.R. Vicenza,5:0,1.84,3.49,4.24,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
2849,soccer/italy/serie-b-2021-2022/alessandria-crotone-x4vcGYyJ,22.10.2021,Alessandria,Crotone,1:0,2.79,3.19,2.54,https://www.betexplorer.com/soccer/italy/serie-b-2021-2022/results/
