home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,matchdate,period,location,season,competition,home_score,away_score,bet_won,target,odd_win,best_odd_won
Fulham,Hull,2:0,1.36,4.9,8.9,2021-08-21,2021-08,england,2022,championship-2021,2.0,0.0,1,0.0,1.36,True
Luton,Birmingham,0:5,2.29,3.08,3.46,2021-08-21,2021-08,england,2022,championship-2021,0.0,5.0,2,2.0,3.46,False
Preston,Peterborough,1:0,2.42,3.12,3.14,2021-08-21,2021-08,england,2022,championship-2021,1.0,0.0,1,0.0,2.42,True
QPR,Barnsley,2:2,2.08,3.39,3.61,2021-08-21,2021-08,england,2022,championship-2021,2.0,2.0,N,1.0,3.39,False
Sheffield Utd,Huddersfield,1:2,1.74,3.53,5.1,2021-08-21,2021-08,england,2022,championship-2021,1.0,2.0,2,2.0,5.1,False
Stoke,Nottingham,1:0,1.77,3.48,4.97,2021-08-21,2021-08,england,2022,championship-2021,1.0,0.0,1,0.0,1.77,True
Bristol City,Swansea,0:1,2.22,3.18,3.47,2021-08-20,2021-08,england,2022,championship-2021,0.0,1.0,2,2.0,3.47,False
Birmingham,Bournemouth,0:2,2.55,3.1,2.95,2021-08-18,2021-08,england,2022,championship-2021,0.0,2.0,2,2.0,2.95,False
Hull,Derby,0:1,2.14,3.11,3.77,2021-08-18,2021-08,england,2022,championship-2021,0.0,1.0,2,2.0,3.77,False
Middlesbrough,QPR,2:3,2.49,3.19,2.96,2021-08-18,2021-08,england,2022,championship-2021,2.0,3.0,2,2.0,2.96,False
Nottingham,Blackburn,1:2,2.54,3.18,2.9,2021-08-18,2021-08,england,2022,championship-2021,1.0,2.0,2,2.0,2.9,False
West Brom,Sheffield Utd,4:0,2.08,3.17,3.88,2021-08-18,2021-08,england,2022,championship-2021,4.0,0.0,1,0.0,2.08,True
Barnsley,Luton,0:1,2.25,3.19,3.41,2021-08-17,2021-08,england,2022,championship-2021,0.0,1.0,2,2.0,3.41,False
Blackpool,Coventry,0:1,2.82,3.06,2.69,2021-08-17,2021-08,england,2022,championship-2021,0.0,1.0,2,2.0,2.69,True
Huddersfield,Preston,1:0,2.68,3.06,2.83,2021-08-17,2021-08,england,2022,championship-2021,1.0,0.0,1,0.0,2.68,True
Millwall,Fulham,1:2,3.62,3.1,2.21,2021-08-17,2021-08,england,2022,championship-2021,1.0,2.0,2,2.0,2.21,True
Peterborough,Cardiff,2:2,2.91,3.12,2.57,2021-08-17,2021-08,england,2022,championship-2021,2.0,2.0,N,1.0,3.12,False
Reading,Bristol City,2:3,2.29,3.14,3.38,2021-08-17,2021-08,england,2022,championship-2021,2.0,3.0,2,2.0,3.38,False
Swansea,Stoke,1:3,3.07,3.18,2.42,2021-08-17,2021-08,england,2022,championship-2021,1.0,3.0,2,2.0,2.42,True
Barnsley,Coventry,1:0,2.07,3.21,3.86,2021-08-14,2021-08,england,2022,championship-2021,1.0,0.0,1,0.0,2.07,True
Birmingham,Stoke,0:0,3.09,3.01,2.51,2021-08-14,2021-08,england,2022,championship-2021,0.0,0.0,N,1.0,3.01,False
Blackpool,Cardiff,0:2,2.76,3.1,2.71,2021-08-14,2021-08,england,2022,championship-2021,0.0,2.0,2,2.0,2.71,True
Huddersfield,Fulham,1:5,4.4,3.33,1.9,2021-08-14,2021-08,england,2022,championship-2021,1.0,5.0,2,2.0,1.9,True
Hull,QPR,0:3,2.43,3.24,3.01,2021-08-14,2021-08,england,2022,championship-2021,0.0,3.0,2,2.0,3.01,False
Middlesbrough,Bristol City,2:1,2.07,3.11,4.06,2021-08-14,2021-08,england,2022,championship-2021,2.0,1.0,1,0.0,2.07,True
Millwall,Blackburn,1:1,2.33,3.09,3.34,2021-08-14,2021-08,england,2022,championship-2021,1.0,1.0,N,1.0,3.09,False
Nottingham,Bournemouth,1:2,2.58,3.14,2.88,2021-08-14,2021-08,england,2022,championship-2021,1.0,2.0,2,2.0,2.88,False
Peterborough,Derby,2:1,2.44,3.17,3.05,2021-08-14,2021-08,england,2022,championship-2021,2.0,1.0,1,0.0,2.44,True
Reading,Preston,2:1,2.42,3.08,3.18,2021-08-14,2021-08,england,2022,championship-2021,2.0,1.0,1,0.0,2.42,True
Swansea,Sheffield Utd,0:0,3.57,3.28,2.14,2021-08-14,2021-08,england,2022,championship-2021,0.0,0.0,N,1.0,3.28,False
West Brom,Luton,3:2,1.68,3.76,5.24,2021-08-14,2021-08,england,2022,championship-2021,3.0,2.0,1,0.0,1.68,True
Coventry,Nottingham,2:1,2.23,3.11,3.57,2021-08-08,2021-08,england,2022,championship-2021,2.0,1.0,1,0.0,2.23,True
Fulham,Middlesbrough,1:1,1.9,3.22,4.68,2021-08-08,2021-08,england,2022,championship-2021,1.0,1.0,N,1.0,3.22,False
Blackburn,Swansea,2:1,2.11,3.3,3.6,2021-08-07,2021-08,england,2022,championship-2021,2.0,1.0,1,0.0,2.11,True
Bristol City,Blackpool,1:1,2.21,3.2,3.47,2021-08-07,2021-08,england,2022,championship-2021,1.0,1.0,N,1.0,3.2,False
Cardiff,Barnsley,1:1,2.49,3.15,3.0,2021-08-07,2021-08,england,2022,championship-2021,1.0,1.0,N,1.0,3.15,False
Derby,Huddersfield,1:1,2.2,3.19,3.5,2021-08-07,2021-08,england,2022,championship-2021,1.0,1.0,N,1.0,3.19,False
Luton,Peterborough,3:0,2.24,3.31,3.29,2021-08-07,2021-08,england,2022,championship-2021,3.0,0.0,1,0.0,2.24,True
Preston,Hull,1:4,2.26,3.25,3.31,2021-08-07,2021-08,england,2022,championship-2021,1.0,4.0,2,2.0,3.31,False
QPR,Millwall,1:1,2.05,3.34,3.77,2021-08-07,2021-08,england,2022,championship-2021,1.0,1.0,N,1.0,3.34,False
Sheffield Utd,Birmingham,0:1,1.67,3.52,5.85,2021-08-07,2021-08,england,2022,championship-2021,0.0,1.0,2,2.0,5.85,False
Stoke,Reading,3:2,1.96,3.23,4.28,2021-08-07,2021-08,england,2022,championship-2021,3.0,2.0,1,0.0,1.96,True
Bournemouth,West Brom,2:2,2.43,3.31,2.96,2021-08-06,2021-08,england,2022,championship-2021,2.0,2.0,N,1.0,3.31,False
AFC Wimbledon,Accrington,3:4,3.34,3.77,2.01,2022-04-30,2022-04,england,2022,league-one-2021,3.0,4.0,2,2.0,2.01,True
Bolton,Fleetwood,4:2,2.12,3.54,3.25,2022-04-30,2022-04,england,2022,league-one-2021,4.0,2.0,1,0.0,2.12,True
Burton,Wycombe,1:2,4.86,4.16,1.62,2022-04-30,2022-04,england,2022,league-one-2021,1.0,2.0,2,2.0,1.62,True
Cambridge Utd,Cheltenham,2:2,3.42,3.67,2.01,2022-04-30,2022-04,england,2022,league-one-2021,2.0,2.0,N,1.0,3.67,False
Gillingham,Rotherham,0:2,5.38,3.79,1.63,2022-04-30,2022-04,england,2022,league-one-2021,0.0,2.0,2,2.0,1.63,True
Ipswich,Charlton,4:0,1.8,3.71,4.19,2022-04-30,2022-04,england,2022,league-one-2021,4.0,0.0,1,0.0,1.8,True
Lincoln,Crewe,2:1,1.62,4.18,4.88,2022-04-30,2022-04,england,2022,league-one-2021,2.0,1.0,1,0.0,1.62,True
Morecambe,Sunderland,0:1,4.91,3.99,1.64,2022-04-30,2022-04,england,2022,league-one-2021,0.0,1.0,2,2.0,1.64,True
Oxford Utd,Doncaster,1:1,1.36,5.5,7.04,2022-04-30,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,5.5,False
Plymouth,MK Dons,0:5,2.87,3.46,2.35,2022-04-30,2022-04,england,2022,league-one-2021,0.0,5.0,2,2.0,2.35,True
Sheffield Wed,Portsmouth,4:1,1.46,4.37,6.54,2022-04-30,2022-04,england,2022,league-one-2021,4.0,1.0,1,0.0,1.46,True
Shrewsbury,Wigan,0:3,4.26,3.36,1.89,2022-04-30,2022-04,england,2022,league-one-2021,0.0,3.0,2,2.0,1.89,True
Sunderland,Rotherham,1:1,2.59,3.21,2.73,2022-04-26,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.21,False
Fleetwood,Sheffield Wed,2:3,6.19,4.0,1.53,2022-04-26,2022-04,england,2022,league-one-2021,2.0,3.0,2,2.0,1.53,True
Portsmouth,Wigan,3:2,3.04,3.23,2.35,2022-04-26,2022-04,england,2022,league-one-2021,3.0,2.0,1,0.0,3.04,False
Accrington,Lincoln,2:1,2.08,3.6,3.28,2022-04-23,2022-04,england,2022,league-one-2021,2.0,1.0,1,0.0,2.08,True
Charlton,Shrewsbury,2:0,2.33,3.25,3.08,2022-04-23,2022-04,england,2022,league-one-2021,2.0,0.0,1,0.0,2.33,True
Cheltenham,Bolton,1:2,2.74,3.54,2.41,2022-04-23,2022-04,england,2022,league-one-2021,1.0,2.0,2,2.0,2.41,True
Crewe,Ipswich,1:1,5.74,3.9,1.58,2022-04-23,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.9,False
Doncaster,Burton,2:0,3.0,3.41,2.29,2022-04-23,2022-04,england,2022,league-one-2021,2.0,0.0,1,0.0,3.0,False
Fleetwood,AFC Wimbledon,1:1,2.2,3.19,3.4,2022-04-23,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.19,False
MK Dons,Morecambe,2:0,1.54,4.09,5.87,2022-04-23,2022-04,england,2022,league-one-2021,2.0,0.0,1,0.0,1.54,True
Portsmouth,Gillingham,3:1,1.79,3.54,4.51,2022-04-23,2022-04,england,2022,league-one-2021,3.0,1.0,1,0.0,1.79,True
Rotherham,Oxford Utd,2:1,1.87,3.63,3.95,2022-04-23,2022-04,england,2022,league-one-2021,2.0,1.0,1,0.0,1.87,True
Sunderland,Cambridge Utd,5:1,1.29,5.5,9.58,2022-04-23,2022-04,england,2022,league-one-2021,5.0,1.0,1,0.0,1.29,True
Wigan,Plymouth,1:1,1.92,3.24,4.29,2022-04-23,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.24,False
Wycombe,Sheffield Wed,1:0,2.85,3.33,2.43,2022-04-23,2022-04,england,2022,league-one-2021,1.0,0.0,1,0.0,2.85,False
Burton,Rotherham,2:0,5.26,3.88,1.62,2022-04-19,2022-04,england,2022,league-one-2021,2.0,0.0,1,0.0,5.26,False
Cambridge Utd,Charlton,0:2,4.49,3.76,1.75,2022-04-19,2022-04,england,2022,league-one-2021,0.0,2.0,2,2.0,1.75,True
Ipswich,Wigan,2:2,2.69,2.9,2.89,2022-04-19,2022-04,england,2022,league-one-2021,2.0,2.0,N,1.0,2.9,False
Oxford Utd,MK Dons,1:0,2.21,3.34,3.2,2022-04-19,2022-04,england,2022,league-one-2021,1.0,0.0,1,0.0,2.21,True
Sheffield Wed,Crewe,1:0,1.2,6.56,13.46,2022-04-19,2022-04,england,2022,league-one-2021,1.0,0.0,1,0.0,1.2,True
AFC Wimbledon,Wycombe,1:1,3.73,3.48,1.97,2022-04-18,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.48,False
Bolton,Accrington,3:1,2.12,3.5,3.29,2022-04-18,2022-04,england,2022,league-one-2021,3.0,1.0,1,0.0,2.12,True
Gillingham,Fleetwood,0:0,2.33,3.1,3.19,2022-04-18,2022-04,england,2022,league-one-2021,0.0,0.0,N,1.0,3.1,False
Lincoln,Cheltenham,3:0,2.26,3.52,2.98,2022-04-18,2022-04,england,2022,league-one-2021,3.0,0.0,1,0.0,2.26,True
Morecambe,Portsmouth,1:1,3.13,3.41,2.22,2022-04-18,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.41,False
Plymouth,Sunderland,0:0,2.77,3.21,2.55,2022-04-18,2022-04,england,2022,league-one-2021,0.0,0.0,N,1.0,3.21,False
Shrewsbury,Doncaster,3:3,1.59,3.8,5.93,2022-04-18,2022-04,england,2022,league-one-2021,3.0,3.0,N,1.0,3.8,False
MK Dons,Sheffield Wed,2:3,2.58,3.12,2.82,2022-04-16,2022-04,england,2022,league-one-2021,2.0,3.0,2,2.0,2.82,False
Rotherham,Ipswich,1:0,2.2,3.1,3.53,2022-04-16,2022-04,england,2022,league-one-2021,1.0,0.0,1,0.0,2.2,True
Wigan,Cambridge Utd,1:2,1.31,5.02,10.0,2022-04-16,2022-04,england,2022,league-one-2021,1.0,2.0,2,2.0,10.0,False
Accrington,Burton,0:0,1.83,3.79,3.96,2022-04-15,2022-04,england,2022,league-one-2021,0.0,0.0,N,1.0,3.79,False
Charlton,Morecambe,2:3,1.81,3.69,4.18,2022-04-15,2022-04,england,2022,league-one-2021,2.0,3.0,2,2.0,4.18,False
Cheltenham,Gillingham,2:2,2.18,3.26,3.36,2022-04-15,2022-04,england,2022,league-one-2021,2.0,2.0,N,1.0,3.26,False
Crewe,AFC Wimbledon,3:1,3.6,3.17,2.13,2022-04-15,2022-04,england,2022,league-one-2021,3.0,1.0,1,0.0,3.6,False
Doncaster,Bolton,1:2,4.18,3.62,1.83,2022-04-15,2022-04,england,2022,league-one-2021,1.0,2.0,2,2.0,1.83,True
Fleetwood,Oxford Utd,2:3,4.41,3.77,1.76,2022-04-15,2022-04,england,2022,league-one-2021,2.0,3.0,2,2.0,1.76,True
Portsmouth,Lincoln,3:2,1.62,3.86,5.31,2022-04-15,2022-04,england,2022,league-one-2021,3.0,2.0,1,0.0,1.62,True
Sunderland,Shrewsbury,3:2,1.65,3.51,5.81,2022-04-15,2022-04,england,2022,league-one-2021,3.0,2.0,1,0.0,1.65,True
Wycombe,Plymouth,2:0,2.01,3.53,3.57,2022-04-15,2022-04,england,2022,league-one-2021,2.0,0.0,1,0.0,2.01,True
Portsmouth,Rotherham,3:0,3.07,3.24,2.33,2022-04-12,2022-04,england,2022,league-one-2021,3.0,0.0,1,0.0,3.07,False
Burton,Wigan,0:0,5.47,3.81,1.61,2022-04-12,2022-04,england,2022,league-one-2021,0.0,0.0,N,1.0,3.81,False
AFC Wimbledon,MK Dons,1:1,3.89,3.26,2.02,2022-04-09,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.26,False
Bolton,Sheffield Wed,1:1,3.63,3.39,2.04,2022-04-09,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.39,False
Burton,Plymouth,0:0,3.18,3.48,2.17,2022-04-09,2022-04,england,2022,league-one-2021,0.0,0.0,N,1.0,3.48,False
Cambridge Utd,Morecambe,2:1,2.82,3.26,2.49,2022-04-09,2022-04,england,2022,league-one-2021,2.0,1.0,1,0.0,2.82,False
Cheltenham,Portsmouth,1:0,2.96,3.31,2.37,2022-04-09,2022-04,england,2022,league-one-2021,1.0,0.0,1,0.0,2.96,False
Doncaster,Crewe,2:0,2.47,3.22,2.89,2022-04-09,2022-04,england,2022,league-one-2021,2.0,0.0,1,0.0,2.47,True
Fleetwood,Accrington,1:2,2.74,3.25,2.56,2022-04-09,2022-04,england,2022,league-one-2021,1.0,2.0,2,2.0,2.56,True
Gillingham,Wycombe,1:1,4.61,3.68,1.73,2022-04-09,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.68,False
Lincoln,Wigan,1:3,4.44,3.34,1.86,2022-04-09,2022-04,england,2022,league-one-2021,1.0,3.0,2,2.0,1.86,True
Oxford Utd,Sunderland,1:2,2.58,3.35,2.67,2022-04-09,2022-04,england,2022,league-one-2021,1.0,2.0,2,2.0,2.67,False
Rotherham,Charlton,0:1,1.51,4.17,6.19,2022-04-09,2022-04,england,2022,league-one-2021,0.0,1.0,2,2.0,6.19,False
Shrewsbury,Ipswich,1:1,3.3,3.04,2.32,2022-04-09,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.04,False
Bolton,Portsmouth,1:1,2.41,3.19,2.99,2022-04-05,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.19,False
MK Dons,Crewe,2:1,1.31,5.05,9.95,2022-04-05,2022-04,england,2022,league-one-2021,2.0,1.0,1,0.0,1.31,True
Morecambe,Oxford Utd,2:1,3.65,3.69,1.93,2022-04-05,2022-04,england,2022,league-one-2021,2.0,1.0,1,0.0,3.65,False
Fleetwood,Lincoln,1:1,2.65,3.23,2.65,2022-04-05,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.23,False
Cambridge Utd,Wycombe,1:4,4.46,3.64,1.78,2022-04-05,2022-04,england,2022,league-one-2021,1.0,4.0,2,2.0,1.78,True
Wigan,Accrington,3:0,1.56,3.93,5.93,2022-04-05,2022-04,england,2022,league-one-2021,3.0,0.0,1,0.0,1.56,True
AFC Wimbledon,Charlton,1:1,3.04,3.12,2.41,2022-04-05,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.12,False
Accrington,Cheltenham,4:4,2.08,3.54,3.33,2022-04-02,2022-04,england,2022,league-one-2021,4.0,4.0,N,1.0,3.54,False
Charlton,Lincoln,1:2,2.06,3.41,3.52,2022-04-02,2022-04,england,2022,league-one-2021,1.0,2.0,2,2.0,3.52,False
Crewe,Fleetwood,1:3,2.71,3.19,2.62,2022-04-02,2022-04,england,2022,league-one-2021,1.0,3.0,2,2.0,2.62,True
Ipswich,Cambridge Utd,0:1,1.36,4.6,9.23,2022-04-02,2022-04,england,2022,league-one-2021,0.0,1.0,2,2.0,9.23,False
MK Dons,Shrewsbury,2:0,1.91,3.11,4.57,2022-04-02,2022-04,england,2022,league-one-2021,2.0,0.0,1,0.0,1.91,True
Morecambe,Burton,3:0,2.96,3.35,2.33,2022-04-02,2022-04,england,2022,league-one-2021,3.0,0.0,1,0.0,2.96,False
Plymouth,Oxford Utd,1:0,2.3,3.57,2.88,2022-04-02,2022-04,england,2022,league-one-2021,1.0,0.0,1,0.0,2.3,True
Sheffield Wed,AFC Wimbledon,2:1,1.35,4.8,8.74,2022-04-02,2022-04,england,2022,league-one-2021,2.0,1.0,1,0.0,1.35,True
Sunderland,Gillingham,1:0,1.41,4.45,7.71,2022-04-02,2022-04,england,2022,league-one-2021,1.0,0.0,1,0.0,1.41,True
Wigan,Bolton,1:1,1.97,3.22,4.11,2022-04-02,2022-04,england,2022,league-one-2021,1.0,1.0,N,1.0,3.22,False
Wycombe,Doncaster,2:0,1.32,5.36,8.63,2022-04-02,2022-04,england,2022,league-one-2021,2.0,0.0,1,0.0,1.32,True
Accrington,Gillingham,1:2,1.81,3.5,4.43,2022-03-26,2022-03,england,2022,league-one-2021,1.0,2.0,2,2.0,4.43,False
AFC Wimbledon,Cambridge Utd,0:1,2.26,3.18,3.28,2022-03-26,2022-03,england,2022,league-one-2021,0.0,1.0,2,2.0,3.28,False
Doncaster,Charlton,0:1,4.04,3.39,1.93,2022-03-26,2022-03,england,2022,league-one-2021,0.0,1.0,2,2.0,1.93,True
Ipswich,Plymouth,1:0,1.74,3.61,4.7,2022-03-26,2022-03,england,2022,league-one-2021,1.0,0.0,1,0.0,1.74,True
Sheffield Wed,Cheltenham,4:1,1.45,4.3,7.21,2022-03-26,2022-03,england,2022,league-one-2021,4.0,1.0,1,0.0,1.45,True
Shrewsbury,Lincoln,1:0,2.11,3.21,3.64,2022-03-26,2022-03,england,2022,league-one-2021,1.0,0.0,1,0.0,2.11,True
Plymouth,Cheltenham,2:0,1.76,3.61,4.57,2022-03-22,2022-03,england,2022,league-one-2021,2.0,0.0,1,0.0,1.76,True
Cambridge Utd,MK Dons,0:1,4.23,3.43,1.87,2022-03-19,2022-03,england,2022,league-one-2021,0.0,1.0,2,2.0,1.87,True
Charlton,Burton,2:0,2.1,3.34,3.48,2022-03-19,2022-03,england,2022,league-one-2021,2.0,0.0,1,0.0,2.1,True
Cheltenham,AFC Wimbledon,3:1,2.01,3.32,3.82,2022-03-19,2022-03,england,2022,league-one-2021,3.0,1.0,1,0.0,2.01,True
Crewe,Bolton,0:1,5.07,3.91,1.64,2022-03-19,2022-03,england,2022,league-one-2021,0.0,1.0,2,2.0,1.64,True
Fleetwood,Doncaster,0:0,2.09,3.24,3.63,2022-03-19,2022-03,england,2022,league-one-2021,0.0,0.0,N,1.0,3.24,False
Gillingham,Sheffield Wed,0:0,6.47,4.02,1.52,2022-03-19,2022-03,england,2022,league-one-2021,0.0,0.0,N,1.0,4.02,False
Lincoln,Sunderland,0:0,3.46,3.37,2.09,2022-03-19,2022-03,england,2022,league-one-2021,0.0,0.0,N,1.0,3.37,False
Oxford Utd,Ipswich,1:1,2.82,3.12,2.57,2022-03-19,2022-03,england,2022,league-one-2021,1.0,1.0,N,1.0,3.12,False
Plymouth,Accrington,4:0,1.95,3.58,3.71,2022-03-19,2022-03,england,2022,league-one-2021,4.0,0.0,1,0.0,1.95,True
Portsmouth,Wycombe,0:0,2.36,3.23,3.03,2022-03-19,2022-03,england,2022,league-one-2021,0.0,0.0,N,1.0,3.23,False
Rotherham,Shrewsbury,0:3,1.8,3.31,4.89,2022-03-19,2022-03,england,2022,league-one-2021,0.0,3.0,2,2.0,4.89,False
Wigan,Morecambe,4:1,1.5,4.07,6.71,2022-03-19,2022-03,england,2022,league-one-2021,4.0,1.0,1,0.0,1.5,True
Wycombe,Fleetwood,1:0,1.47,4.41,6.58,2022-03-15,2022-03,england,2022,league-one-2021,1.0,0.0,1,0.0,1.47,True
Shrewsbury,Morecambe,5:0,1.8,3.33,4.83,2022-03-15,2022-03,england,2022,league-one-2021,5.0,0.0,1,0.0,1.8,True
Charlton,Gillingham,1:0,1.77,3.46,4.83,2022-03-15,2022-03,england,2022,league-one-2021,1.0,0.0,1,0.0,1.77,True
Plymouth,Portsmouth,1:0,2.54,3.15,2.84,2022-03-15,2022-03,england,2022,league-one-2021,1.0,0.0,1,0.0,2.54,True
Rotherham,Lincoln,2:1,1.43,4.45,7.19,2022-03-15,2022-03,england,2022,league-one-2021,2.0,1.0,1,0.0,1.43,True
Crewe,Wigan,0:2,5.57,3.67,1.64,2022-03-15,2022-03,england,2022,league-one-2021,0.0,2.0,2,2.0,1.64,True
Sheffield Wed,Accrington,1:1,1.5,4.26,6.04,2022-03-15,2022-03,england,2022,league-one-2021,1.0,1.0,N,1.0,4.26,False
Accrington,Charlton,2:1,2.31,3.23,3.15,2022-03-12,2022-03,england,2022,league-one-2021,2.0,1.0,1,0.0,2.31,True
AFC Wimbledon,Lincoln,0:2,2.87,3.17,2.51,2022-03-12,2022-03,england,2022,league-one-2021,0.0,2.0,2,2.0,2.51,True
Bolton,Plymouth,0:1,2.03,3.5,3.52,2022-03-12,2022-03,england,2022,league-one-2021,0.0,1.0,2,2.0,3.52,False
Burton,Fleetwood,3:2,1.88,3.49,4.13,2022-03-12,2022-03,england,2022,league-one-2021,3.0,2.0,1,0.0,1.88,True
Doncaster,Gillingham,0:1,2.95,2.96,2.6,2022-03-12,2022-03,england,2022,league-one-2021,0.0,1.0,2,2.0,2.6,True
Ipswich,Portsmouth,0:0,2.05,3.2,3.84,2022-03-12,2022-03,england,2022,league-one-2021,0.0,0.0,N,1.0,3.2,False
MK Dons,Wigan,1:1,2.41,3.06,3.12,2022-03-12,2022-03,england,2022,league-one-2021,1.0,1.0,N,1.0,3.06,False
Morecambe,Cheltenham,1:3,2.74,3.12,2.65,2022-03-12,2022-03,england,2022,league-one-2021,1.0,3.0,2,2.0,2.65,True
Sheffield Wed,Cambridge Utd,6:0,1.41,4.54,7.56,2022-03-12,2022-03,england,2022,league-one-2021,6.0,0.0,1,0.0,1.41,True
Shrewsbury,Oxford Utd,1:2,2.98,3.19,2.42,2022-03-12,2022-03,england,2022,league-one-2021,1.0,2.0,2,2.0,2.42,True
Sunderland,Crewe,2:0,1.33,5.1,8.95,2022-03-12,2022-03,england,2022,league-one-2021,2.0,0.0,1,0.0,1.33,True
Wycombe,Rotherham,0:0,2.99,3.22,2.4,2022-03-12,2022-03,england,2022,league-one-2021,0.0,0.0,N,1.0,3.22,False
Crewe,Portsmouth,1:3,5.1,3.92,1.64,2022-03-08,2022-03,england,2022,league-one-2021,1.0,3.0,2,2.0,1.64,True
Ipswich,Lincoln,2:0,1.58,3.92,5.83,2022-03-08,2022-03,england,2022,league-one-2021,2.0,0.0,1,0.0,1.58,True
Plymouth,AFC Wimbledon,2:0,1.65,3.79,5.2,2022-03-08,2022-03,england,2022,league-one-2021,2.0,0.0,1,0.0,1.65,True
Sunderland,Fleetwood,3:1,1.47,4.25,6.86,2022-03-08,2022-03,england,2022,league-one-2021,3.0,1.0,1,0.0,1.47,True
MK Dons,Cheltenham,3:1,1.83,3.45,4.43,2022-03-08,2022-03,england,2022,league-one-2021,3.0,1.0,1,0.0,1.83,True
Bolton,Morecambe,1:1,1.57,4.03,5.71,2022-03-08,2022-03,england,2022,league-one-2021,1.0,1.0,N,1.0,4.03,False
Cambridge Utd,Shrewsbury,0:0,2.63,2.94,2.92,2022-03-05,2022-03,england,2022,league-one-2021,0.0,0.0,N,1.0,2.94,False
Charlton,Sunderland,0:0,3.03,3.22,2.37,2022-03-05,2022-03,england,2022,league-one-2021,0.0,0.0,N,1.0,3.22,False
Cheltenham,Doncaster,4:0,1.56,3.97,5.93,2022-03-05,2022-03,england,2022,league-one-2021,4.0,0.0,1,0.0,1.56,True
Crewe,Wycombe,1:3,4.05,3.75,1.83,2022-03-05,2022-03,england,2022,league-one-2021,1.0,3.0,2,2.0,1.83,True
Fleetwood,Ipswich,0:2,4.29,3.33,1.9,2022-03-05,2022-03,england,2022,league-one-2021,0.0,2.0,2,2.0,1.9,True
Gillingham,Bolton,0:3,3.71,3.32,2.04,2022-03-05,2022-03,england,2022,league-one-2021,0.0,3.0,2,2.0,2.04,True
Lincoln,Sheffield Wed,3:1,3.69,3.35,2.04,2022-03-05,2022-03,england,2022,league-one-2021,3.0,1.0,1,0.0,3.69,False
Oxford Utd,Burton,4:1,1.62,4.14,4.91,2022-03-05,2022-03,england,2022,league-one-2021,4.0,1.0,1,0.0,1.62,True
Plymouth,Morecambe,2:0,1.69,3.83,4.83,2022-03-05,2022-03,england,2022,league-one-2021,2.0,0.0,1,0.0,1.69,True
Portsmouth,Accrington,4:0,1.87,3.58,4.02,2022-03-05,2022-03,england,2022,league-one-2021,4.0,0.0,1,0.0,1.87,True
Rotherham,MK Dons,1:2,1.92,3.55,3.88,2022-03-05,2022-03,england,2022,league-one-2021,1.0,2.0,2,2.0,3.88,False
Wigan,AFC Wimbledon,1:0,1.51,3.97,6.73,2022-03-05,2022-03,england,2022,league-one-2021,1.0,0.0,1,0.0,1.51,True
Wigan,Fleetwood,2:0,1.54,3.93,6.22,2022-03-01,2022-03,england,2022,league-one-2021,2.0,0.0,1,0.0,1.54,True
Portsmouth,Oxford Utd,3:2,2.22,3.38,3.16,2022-03-01,2022-03,england,2022,league-one-2021,3.0,2.0,1,0.0,2.22,True
Sheffield Wed,Burton,5:2,1.63,3.82,5.44,2022-03-01,2022-03,england,2022,league-one-2021,5.0,2.0,1,0.0,1.63,True
Wycombe,Cambridge Utd,3:0,1.72,3.76,4.72,2022-03-01,2022-03,england,2022,league-one-2021,3.0,0.0,1,0.0,1.72,True
Shrewsbury,Rotherham,0:0,3.85,3.05,2.12,2022-03-01,2022-03,england,2022,league-one-2021,0.0,0.0,N,1.0,3.05,False
Accrington,Wycombe,3:2,2.54,3.4,2.67,2022-02-26,2022-02,england,2022,league-one-2021,3.0,2.0,1,0.0,2.54,True
AFC Wimbledon,Doncaster,2:2,1.68,3.64,5.22,2022-02-26,2022-02,england,2022,league-one-2021,2.0,2.0,N,1.0,3.64,False
Burton,Shrewsbury,0:2,2.28,3.12,3.32,2022-02-26,2022-02,england,2022,league-one-2021,0.0,2.0,2,2.0,3.32,False
Cheltenham,Crewe,1:2,1.67,3.85,4.94,2022-02-26,2022-02,england,2022,league-one-2021,1.0,2.0,2,2.0,4.94,False
Lincoln,Gillingham,0:2,1.61,3.86,5.57,2022-02-26,2022-02,england,2022,league-one-2021,0.0,2.0,2,2.0,5.57,False
